stock,variable,year,mean,sd,lower,upper,status
Merlangius merlangus,b_div_bmsy,2022,4.38238625045143e-11,7.31176945412589,2.00795386415939e-12,0.279033106743735,Overfished
Merlangius merlangus_2,b_div_bmsy,2022,0.0458480432396102,8.08483605619401,2.51223201514462e-11,2.03951647444353,Overfished
Merluccius merluccius,b_div_bmsy,2022,0.719654142032369,2.00136067681965,0.276333367931083,1.85057946142489,Overfished
Merluccius merluccius_2,b_div_bmsy,2022,1.67724589747936,0.602100889785317,0.995224005805133,2.83274034149205,Underfished
Merluccius merluccius_3,b_div_bmsy,2022,1.72615376253027,0.207115736306558,1.23164798755926,2.36110039071379,Underfished
Merluccius merluccius_4,b_div_bmsy,2022,1.53006087544933,0.318811291437703,0.915287073529361,2.46638165573966,Underfished
Micromesistius poutassou,b_div_bmsy,2022,1.25104541487982,0.730418736676886,0.535715840077737,2.52757434570297,Underfished
